operon	miembros	locus_tags	fuente
ilvC-pssA	ilvC|pssA	PA4694|PA4693	refseq_adyacencia
ilvC-pssA-msrP	ilvC|pssA|msrP	PA4694|PA4693|PA4692	refseq_adyacencia
ilvC-pssA-msrPQ	ilvC|pssA|msrP|msrQ	PA4694|PA4693|PA4692|PA4691	refseq_adyacencia
ilvE-waaF	ilvE|waaF	PA5013|PA5012	refseq_adyacencia
ilvE-waaFC	ilvE|waaF|waaC	PA5013|PA5012|PA5011	refseq_adyacencia
ilvE-waaFCG	ilvE|waaF|waaC|waaG	PA5013|PA5012|PA5011|PA5010	refseq_adyacencia
ilvE-waaFCGP	ilvE|waaF|waaC|waaG|waaP	PA5013|PA5012|PA5011|PA5010|PA5009	refseq_adyacencia
ilvHC	ilvH|ilvC	PA4695|PA4694	refseq_adyacencia
ilvHC-pssA	ilvH|ilvC|pssA	PA4695|PA4694|PA4693	refseq_adyacencia
ilvHC-pssA-msrP	ilvH|ilvC|pssA|msrP	PA4695|PA4694|PA4693|PA4692	refseq_adyacencia
ilvHC-pssA-msrPQ	ilvH|ilvC|pssA|msrP|msrQ	PA4695|PA4694|PA4693|PA4692|PA4691	refseq_adyacencia
ilvIH	ilvI|ilvH	PA4696|PA4695	refseq_adyacencia
ilvIHC	ilvI|ilvH|ilvC	PA4696|PA4695|PA4694	refseq_adyacencia
ilvIHC-pssA	ilvI|ilvH|ilvC|pssA	PA4696|PA4695|PA4694|PA4693	refseq_adyacencia
ilvIHC-pssA-msrP	ilvI|ilvH|ilvC|pssA|msrP	PA4696|PA4695|PA4694|PA4693|PA4692	refseq_adyacencia
ilvIHC-pssA-msrPQ	ilvI|ilvH|ilvC|pssA|msrP|msrQ	PA4696|PA4695|PA4694|PA4693|PA4692|PA4691	refseq_adyacencia
infB-rbfA	infB|rbfA	PA4744|PA4743	refseq_adyacencia
infB-rbfA-truB	infB|rbfA|truB	PA4744|PA4743|PA4742	refseq_adyacencia
infB-rbfA-truB-rpsO	infB|rbfA|truB|rpsO	PA4744|PA4743|PA4742|PA4741	refseq_adyacencia
infC-rpmI	infC|rpmI	PA2743|PA2742	refseq_adyacencia
infC-rpmI-rplT	infC|rpmI|rplT	PA2743|PA2742|PA2741	refseq_adyacencia
infC-rpmI-rplT-pheS	infC|rpmI|rplT|pheS	PA2743|PA2742|PA2741|PA2740	refseq_adyacencia
infC-rpmI-rplT-pheST	infC|rpmI|rplT|pheS|pheT	PA2743|PA2742|PA2741|PA2740|PA2739	refseq_adyacencia
infC-rpmI-rplT-pheST-himA	infC|rpmI|rplT|pheS|pheT|himA	PA2743|PA2742|PA2741|PA2740|PA2739|PA2738	refseq_adyacencia
iscA-hscB	iscA|hscB	PA3812|PA3811	refseq_adyacencia
iscA-hscBA	iscA|hscB|hscA	PA3812|PA3811|PA3810	refseq_adyacencia
iscRS	iscR|iscS	PA3815|PA3814	refseq_adyacencia
iscRSU	iscR|iscS|iscU	PA3815|PA3814|PA3813	refseq_adyacencia
iscRSUA	iscR|iscS|iscU|iscA	PA3815|PA3814|PA3813|PA3812	refseq_adyacencia
iscRSUA-hscB	iscR|iscS|iscU|iscA|hscB	PA3815|PA3814|PA3813|PA3812|PA3811	refseq_adyacencia
iscRSUA-hscBA	iscR|iscS|iscU|iscA|hscB|hscA	PA3815|PA3814|PA3813|PA3812|PA3811|PA3810	refseq_adyacencia
iscSU	iscS|iscU	PA3814|PA3813	refseq_adyacencia
iscSUA	iscS|iscU|iscA	PA3814|PA3813|PA3812	refseq_adyacencia
iscSUA-hscB	iscS|iscU|iscA|hscB	PA3814|PA3813|PA3812|PA3811	refseq_adyacencia
iscSUA-hscBA	iscS|iscU|iscA|hscB|hscA	PA3814|PA3813|PA3812|PA3811|PA3810	refseq_adyacencia
iscUA	iscU|iscA	PA3813|PA3812	refseq_adyacencia
iscUA-hscB	iscU|iscA|hscB	PA3813|PA3812|PA3811	refseq_adyacencia
iscUA-hscBA	iscU|iscA|hscB|hscA	PA3813|PA3812|PA3811|PA3810	refseq_adyacencia
katA-bfrA	katA|bfrA	PA4236|PA4235	refseq_adyacencia
kdpAB	kdpA|kdpB	PA1633|PA1634	refseq_adyacencia
kdpABC	kdpA|kdpB|kdpC	PA1633|PA1634|PA1635	refseq_adyacencia
kdpABCD	kdpA|kdpB|kdpC|kdpD	PA1633|PA1634|PA1635|PA1636	refseq_adyacencia
kdpABCDE	kdpA|kdpB|kdpC|kdpD|kdpE	PA1633|PA1634|PA1635|PA1636|PA1637	refseq_adyacencia
kdpABCDE-glsA	kdpA|kdpB|kdpC|kdpD|kdpE|glsA	PA1633|PA1634|PA1635|PA1636|PA1637|PA1638	refseq_adyacencia
kdpBC	kdpB|kdpC	PA1634|PA1635	refseq_adyacencia
kdpBCD	kdpB|kdpC|kdpD	PA1634|PA1635|PA1636	refseq_adyacencia
kdpBCDE	kdpB|kdpC|kdpD|kdpE	PA1634|PA1635|PA1636|PA1637	refseq_adyacencia
kdpBCDE-glsA	kdpB|kdpC|kdpD|kdpE|glsA	PA1634|PA1635|PA1636|PA1637|PA1638	refseq_adyacencia
kdpCD	kdpC|kdpD	PA1635|PA1636	refseq_adyacencia
kdpCDE	kdpC|kdpD|kdpE	PA1635|PA1636|PA1637	refseq_adyacencia
kdpCDE-glsA	kdpC|kdpD|kdpE|glsA	PA1635|PA1636|PA1637|PA1638	refseq_adyacencia
kdpDE	kdpD|kdpE	PA1636|PA1637	refseq_adyacencia
kdpDE-glsA	kdpD|kdpE|glsA	PA1636|PA1637|PA1638	refseq_adyacencia
kdpE-glsA	kdpE|glsA	PA1637|PA1638	refseq_adyacencia
kdpFA	kdpF|kdpA	PA1632|PA1633	refseq_adyacencia
kdpFAB	kdpF|kdpA|kdpB	PA1632|PA1633|PA1634	refseq_adyacencia
kdpFABC	kdpF|kdpA|kdpB|kdpC	PA1632|PA1633|PA1634|PA1635	refseq_adyacencia
kdpFABCD	kdpF|kdpA|kdpB|kdpC|kdpD	PA1632|PA1633|PA1634|PA1635|PA1636	refseq_adyacencia
kdpFABCDE	kdpF|kdpA|kdpB|kdpC|kdpD|kdpE	PA1632|PA1633|PA1634|PA1635|PA1636|PA1637	refseq_adyacencia
kdpFABCDE-glsA	kdpF|kdpA|kdpB|kdpC|kdpD|kdpE|glsA	PA1632|PA1633|PA1634|PA1635|PA1636|PA1637|PA1638	refseq_adyacencia
kdsB-ptpA	kdsB|ptpA	PA2979|PA2978	refseq_adyacencia
kdsB-ptpA-murB	kdsB|ptpA|murB	PA2979|PA2978|PA2977	refseq_adyacencia
ksgA-apaG	ksgA|apaG	PA0592|PA0591	refseq_adyacencia
ksgA-apaGH	ksgA|apaG|apaH	PA0592|PA0591|PA0590	refseq_adyacencia
ksgA-apaGH-glpE	ksgA|apaG|apaH|glpE	PA0592|PA0591|PA0590|PA0589	refseq_adyacencia
kynBU	kynB|kynU	PA2081|PA2080	refseq_adyacencia
lepAB	lepA|lepB	PA0767|PA0768	refseq_adyacencia
leuCD	leuC|leuD	PA3121|PA3120	refseq_adyacencia
leuS-lptE	leuS|lptE	PA3987|PA3988	refseq_adyacencia
leuS-lptE-holA	leuS|lptE|holA	PA3987|PA3988|PA3989	refseq_adyacencia
lexA-sulA	lexA|sulA	PA3007|PA3008	refseq_adyacencia
ligT-lipA	ligT|lipA	PA2861|PA2862	refseq_adyacencia
ligT-lipAH	ligT|lipA|lipH	PA2861|PA2862|PA2863	refseq_adyacencia
lipAH	lipA|lipH	PA2862|PA2863	refseq_adyacencia
lipC-fdnG	lipC|fdnG	PA4813|PA4812	refseq_adyacencia
lipC-fdnGH	lipC|fdnG|fdnH	PA4813|PA4812|PA4811	refseq_adyacencia
lipC-fdnGHI	lipC|fdnG|fdnH|fdnI	PA4813|PA4812|PA4811|PA4810	refseq_adyacencia
lipC-fdnGHI-fdhE	lipC|fdnG|fdnH|fdnI|fdhE	PA4813|PA4812|PA4811|PA4810|PA4809	refseq_adyacencia
lipC-fdnGHI-fdhE-selA	lipC|fdnG|fdnH|fdnI|fdhE|selA	PA4813|PA4812|PA4811|PA4810|PA4809|PA4808	refseq_adyacencia
lipC-fdnGHI-fdhE-selAB	lipC|fdnG|fdnH|fdnI|fdhE|selA|selB	PA4813|PA4812|PA4811|PA4810|PA4809|PA4808|PA4807	refseq_adyacencia
liuAB	liuA|liuB	PA2015|PA2014	refseq_adyacencia
liuABC	liuA|liuB|liuC	PA2015|PA2014|PA2013	refseq_adyacencia
liuABCD	liuA|liuB|liuC|liuD	PA2015|PA2014|PA2013|PA2012	refseq_adyacencia
liuABCDE	liuA|liuB|liuC|liuD|liuE	PA2015|PA2014|PA2013|PA2012|PA2011	refseq_adyacencia
liuBC	liuB|liuC	PA2014|PA2013	refseq_adyacencia
liuBCD	liuB|liuC|liuD	PA2014|PA2013|PA2012	refseq_adyacencia
liuBCDE	liuB|liuC|liuD|liuE	PA2014|PA2013|PA2012|PA2011	refseq_adyacencia
liuCD	liuC|liuD	PA2013|PA2012	refseq_adyacencia
liuCDE	liuC|liuD|liuE	PA2013|PA2012|PA2011	refseq_adyacencia
liuDE	liuD|liuE	PA2012|PA2011	refseq_adyacencia
liuRA	liuR|liuA	PA2016|PA2015	refseq_adyacencia
liuRAB	liuR|liuA|liuB	PA2016|PA2015|PA2014	refseq_adyacencia
liuRABC	liuR|liuA|liuB|liuC	PA2016|PA2015|PA2014|PA2013	refseq_adyacencia
liuRABCD	liuR|liuA|liuB|liuC|liuD	PA2016|PA2015|PA2014|PA2013|PA2012	refseq_adyacencia
liuRABCDE	liuR|liuA|liuB|liuC|liuD|liuE	PA2016|PA2015|PA2014|PA2013|PA2012|PA2011	refseq_adyacencia
lldPD	lldP|lldD	PA4770|PA4771	refseq_adyacencia
lpdG-sucC	lpdG|sucC	PA1587|PA1588	refseq_adyacencia
lpdG-sucCD	lpdG|sucC|sucD	PA1587|PA1588|PA1589	refseq_adyacencia
lpdG-sucCD-braB	lpdG|sucC|sucD|braB	PA1587|PA1588|PA1589|PA1590	refseq_adyacencia
lppL-lysA	lppL|lysA	PA5276|PA5277	refseq_adyacencia
lppL-lysA-dapF	lppL|lysA|dapF	PA5276|PA5277|PA5278	refseq_adyacencia
lptCH	lptC|lptH	PA4459|PA4460	refseq_adyacencia
lptE-holA	lptE|holA	PA3988|PA3989	refseq_adyacencia
lpxAB	lpxA|lpxB	PA3644|PA3643	refseq_adyacencia
lpxAB-rnhB	lpxA|lpxB|rnhB	PA3644|PA3643|PA3642	refseq_adyacencia
lpxB-rnhB	lpxB|rnhB	PA3643|PA3642	refseq_adyacencia
lpxD-fabZ	lpxD|fabZ	PA3646|PA3645	refseq_adyacencia
lpxD-fabZ-lpxA	lpxD|fabZ|lpxA	PA3646|PA3645|PA3644	refseq_adyacencia
lpxD-fabZ-lpxAB	lpxD|fabZ|lpxA|lpxB	PA3646|PA3645|PA3644|PA3643	refseq_adyacencia
lpxD-fabZ-lpxAB-rnhB	lpxD|fabZ|lpxA|lpxB|rnhB	PA3646|PA3645|PA3644|PA3643|PA3642	refseq_adyacencia
lysA-dapF	lysA|dapF	PA5277|PA5278	refseq_adyacencia
lysC-rsmA	lysC|rsmA	PA0904|PA0905	refseq_adyacencia
lyxD-kdaD	lyxD|kdaD	PA2215|PA2216	refseq_adyacencia
mdcAB	mdcA|mdcB	PA0208|PA0209	refseq_adyacencia
mdcABC	mdcA|mdcB|mdcC	PA0208|PA0209|PA0210	refseq_adyacencia
mdcABCD	mdcA|mdcB|mdcC|mdcD	PA0208|PA0209|PA0210|PA0211	refseq_adyacencia
mdcABCDE	mdcA|mdcB|mdcC|mdcD|mdcE	PA0208|PA0209|PA0210|PA0211|PA0212	refseq_adyacencia
mdcABCDEG	mdcA|mdcB|mdcC|mdcD|mdcE|mdcG	PA0208|PA0209|PA0210|PA0211|PA0212|PA0213	refseq_adyacencia
mdcBC	mdcB|mdcC	PA0209|PA0210	refseq_adyacencia
mdcBCD	mdcB|mdcC|mdcD	PA0209|PA0210|PA0211	refseq_adyacencia
mdcBCDE	mdcB|mdcC|mdcD|mdcE	PA0209|PA0210|PA0211|PA0212	refseq_adyacencia
mdcBCDEG	mdcB|mdcC|mdcD|mdcE|mdcG	PA0209|PA0210|PA0211|PA0212|PA0213	refseq_adyacencia
mdcCD	mdcC|mdcD	PA0210|PA0211	refseq_adyacencia
mdcCDE	mdcC|mdcD|mdcE	PA0210|PA0211|PA0212	refseq_adyacencia
mdcCDEG	mdcC|mdcD|mdcE|mdcG	PA0210|PA0211|PA0212|PA0213	refseq_adyacencia
mdcDE	mdcD|mdcE	PA0211|PA0212	refseq_adyacencia
mdcDEG	mdcD|mdcE|mdcG	PA0211|PA0212|PA0213	refseq_adyacencia
mdcEG	mdcE|mdcG	PA0212|PA0213	refseq_adyacencia
mexAB	mexA|mexB	PA0425|PA0426	refseq_adyacencia
mexAB-oprM	mexA|mexB|oprM	PA0425|PA0426|PA0427	refseq_adyacencia
mexB-oprM	mexB|oprM	PA0426|PA0427	refseq_adyacencia
mexCD	mexC|mexD	PA4599|PA4598	refseq_adyacencia
mexCD-oprJ	mexC|mexD|oprJ	PA4599|PA4598|PA4597	refseq_adyacencia
mexD-oprJ	mexD|oprJ	PA4598|PA4597	refseq_adyacencia
mexEF	mexE|mexF	PA2493|PA2494	refseq_adyacencia
mexEF-oprN	mexE|mexF|oprN	PA2493|PA2494|PA2495	refseq_adyacencia
mexF-oprN	mexF|oprN	PA2494|PA2495	refseq_adyacencia
mexGH	mexG|mexH	PA4205|PA4206	refseq_adyacencia
mexGHI	mexG|mexH|mexI	PA4205|PA4206|PA4207	refseq_adyacencia
mexGHI-opmD	mexG|mexH|mexI|opmD	PA4205|PA4206|PA4207|PA4208	refseq_adyacencia
mexHI	mexH|mexI	PA4206|PA4207	refseq_adyacencia
mexHI-opmD	mexH|mexI|opmD	PA4206|PA4207|PA4208	refseq_adyacencia
mexI-opmD	mexI|opmD	PA4207|PA4208	refseq_adyacencia
mexJK	mexJ|mexK	PA3677|PA3676	refseq_adyacencia
mexTE	mexT|mexE	PA2492|PA2493	refseq_adyacencia
mexTEF	mexT|mexE|mexF	PA2492|PA2493|PA2494	refseq_adyacencia
mexTEF-oprN	mexT|mexE|mexF|oprN	PA2492|PA2493|PA2494|PA2495	refseq_adyacencia
mexXY	mexX|mexY	PA2019|PA2018	refseq_adyacencia
mifSR	mifS|mifR	PA5512|PA5511	refseq_adyacencia
minCD	minC|minD	PA3243|PA3244	refseq_adyacencia
minCDE	minC|minD|minE	PA3243|PA3244|PA3245	refseq_adyacencia
minCDE-rluA	minC|minD|minE|rluA	PA3243|PA3244|PA3245|PA3246	refseq_adyacencia
minCDE-rluA-apeB	minC|minD|minE|rluA|apeB	PA3243|PA3244|PA3245|PA3246|PA3247	refseq_adyacencia
minDE	minD|minE	PA3244|PA3245	refseq_adyacencia
minDE-rluA	minD|minE|rluA	PA3244|PA3245|PA3246	refseq_adyacencia
minDE-rluA-apeB	minD|minE|rluA|apeB	PA3244|PA3245|PA3246|PA3247	refseq_adyacencia
minE-rluA	minE|rluA	PA3245|PA3246	refseq_adyacencia
minE-rluA-apeB	minE|rluA|apeB	PA3245|PA3246|PA3247	refseq_adyacencia
mmsAB	mmsA|mmsB	PA3570|PA3569	refseq_adyacencia
moaCD	moaC|moaD	PA3918|PA3917	refseq_adyacencia
moaCDE	moaC|moaD|moaE	PA3918|PA3917|PA3916	refseq_adyacencia
moaDE	moaD|moaE	PA3917|PA3916	refseq_adyacencia
modAB	modA|modB	PA1863|PA1862	refseq_adyacencia
modABC	modA|modB|modC	PA1863|PA1862|PA1861	refseq_adyacencia
modBC	modB|modC	PA1862|PA1861	refseq_adyacencia
moeB-murI	moeB|murI	PA4663|PA4662	refseq_adyacencia
moeB-murI-pagL	moeB|murI|pagL	PA4663|PA4662|PA4661	refseq_adyacencia
motAB	motA|motB	PA4954|PA4953	refseq_adyacencia
motCD	motC|motD	PA1460|PA1461	refseq_adyacencia
mraY-murD	mraY|murD	PA4415|PA4414	refseq_adyacencia
mraY-murD-ftsW	mraY|murD|ftsW	PA4415|PA4414|PA4413	refseq_adyacencia
mraY-murD-ftsW-murG	mraY|murD|ftsW|murG	PA4415|PA4414|PA4413|PA4412	refseq_adyacencia
mraY-murD-ftsW-murGC	mraY|murD|ftsW|murG|murC	PA4415|PA4414|PA4413|PA4412|PA4411	refseq_adyacencia
mraY-murD-ftsW-murGC-ddlB	mraY|murD|ftsW|murG|murC|ddlB	PA4415|PA4414|PA4413|PA4412|PA4411|PA4410	refseq_adyacencia
mraY-murD-ftsW-murGC-ddlB-ftsQ	mraY|murD|ftsW|murG|murC|ddlB|ftsQ	PA4415|PA4414|PA4413|PA4412|PA4411|PA4410|PA4409	refseq_adyacencia
mraY-murD-ftsW-murGC-ddlB-ftsQA	mraY|murD|ftsW|murG|murC|ddlB|ftsQ|ftsA	PA4415|PA4414|PA4413|PA4412|PA4411|PA4410|PA4409|PA4408	refseq_adyacencia
mraY-murD-ftsW-murGC-ddlB-ftsQAZ	mraY|murD|ftsW|murG|murC|ddlB|ftsQ|ftsA|ftsZ	PA4415|PA4414|PA4413|PA4412|PA4411|PA4410|PA4409|PA4408|PA4407	refseq_adyacencia
mraZ-rsmH	mraZ|rsmH	PA4421|PA4420	refseq_adyacencia
mraZ-rsmH-ftsL	mraZ|rsmH|ftsL	PA4421|PA4420|PA4419	refseq_adyacencia
mraZ-rsmH-ftsLI	mraZ|rsmH|ftsL|ftsI	PA4421|PA4420|PA4419|PA4418	refseq_adyacencia
mraZ-rsmH-ftsLI-murE	mraZ|rsmH|ftsL|ftsI|murE	PA4421|PA4420|PA4419|PA4418|PA4417	refseq_adyacencia
mraZ-rsmH-ftsLI-murEF	mraZ|rsmH|ftsL|ftsI|murE|murF	PA4421|PA4420|PA4419|PA4418|PA4417|PA4416	refseq_adyacencia
mraZ-rsmH-ftsLI-murEF-mraY	mraZ|rsmH|ftsL|ftsI|murE|murF|mraY	PA4421|PA4420|PA4419|PA4418|PA4417|PA4416|PA4415	refseq_adyacencia
mraZ-rsmH-ftsLI-murEF-mraY-murD	mraZ|rsmH|ftsL|ftsI|murE|murF|mraY|murD	PA4421|PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414	refseq_adyacencia
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW	mraZ|rsmH|ftsL|ftsI|murE|murF|mraY|murD|ftsW	PA4421|PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414|PA4413	refseq_adyacencia
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murG	mraZ|rsmH|ftsL|ftsI|murE|murF|mraY|murD|ftsW|murG	PA4421|PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414|PA4413|PA4412	refseq_adyacencia
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC	mraZ|rsmH|ftsL|ftsI|murE|murF|mraY|murD|ftsW|murG|murC	PA4421|PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414|PA4413|PA4412|PA4411	refseq_adyacencia
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB	mraZ|rsmH|ftsL|ftsI|murE|murF|mraY|murD|ftsW|murG|murC|ddlB	PA4421|PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414|PA4413|PA4412|PA4411|PA4410	refseq_adyacencia
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQ	mraZ|rsmH|ftsL|ftsI|murE|murF|mraY|murD|ftsW|murG|murC|ddlB|ftsQ	PA4421|PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414|PA4413|PA4412|PA4411|PA4410|PA4409	refseq_adyacencia
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQA	mraZ|rsmH|ftsL|ftsI|murE|murF|mraY|murD|ftsW|murG|murC|ddlB|ftsQ|ftsA	PA4421|PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414|PA4413|PA4412|PA4411|PA4410|PA4409|PA4408	refseq_adyacencia
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ	mraZ|rsmH|ftsL|ftsI|murE|murF|mraY|murD|ftsW|murG|murC|ddlB|ftsQ|ftsA|ftsZ	PA4421|PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414|PA4413|PA4412|PA4411|PA4410|PA4409|PA4408|PA4407	refseq_adyacencia
mreBC	mreB|mreC	PA4481|PA4480	refseq_adyacencia
mreBCD	mreB|mreC|mreD	PA4481|PA4480|PA4479	refseq_adyacencia
mreCD	mreC|mreD	PA4480|PA4479	refseq_adyacencia
msbA-rfaE	msbA|rfaE	PA4997|PA4996	refseq_adyacencia
msrPQ	msrP|msrQ	PA4692|PA4691	refseq_adyacencia
msuED	msuE|msuD	PA2357|PA2356	refseq_adyacencia
mtlDY	mtlD|mtlY	PA2342|PA2343	refseq_adyacencia
mtlDYZ	mtlD|mtlY|mtlZ	PA2342|PA2343|PA2344	refseq_adyacencia
mtlYZ	mtlY|mtlZ	PA2343|PA2344	refseq_adyacencia
mtnA-gyrA	mtnA|gyrA	PA3169|PA3168	refseq_adyacencia
mtnA-gyrA-serC	mtnA|gyrA|serC	PA3169|PA3168|PA3167	refseq_adyacencia
mtnA-gyrA-serC-pheA	mtnA|gyrA|serC|pheA	PA3169|PA3168|PA3167|PA3166	refseq_adyacencia
mtnBD	mtnB|mtnD	PA1683|PA1684	refseq_adyacencia
mtnBD-masA	mtnB|mtnD|masA	PA1683|PA1684|PA1685	refseq_adyacencia
mtnD-masA	mtnD|masA	PA1684|PA1685	refseq_adyacencia
mucAB	mucA|mucB	PA0763|PA0764	refseq_adyacencia
mucABC	mucA|mucB|mucC	PA0763|PA0764|PA0765	refseq_adyacencia
mucABCD	mucA|mucB|mucC|mucD	PA0763|PA0764|PA0765|PA0766	refseq_adyacencia
mucABCD-lepA	mucA|mucB|mucC|mucD|lepA	PA0763|PA0764|PA0765|PA0766|PA0767	refseq_adyacencia
mucABCD-lepAB	mucA|mucB|mucC|mucD|lepA|lepB	PA0763|PA0764|PA0765|PA0766|PA0767|PA0768	refseq_adyacencia
mucBC	mucB|mucC	PA0764|PA0765	refseq_adyacencia
mucBCD	mucB|mucC|mucD	PA0764|PA0765|PA0766	refseq_adyacencia
mucBCD-lepA	mucB|mucC|mucD|lepA	PA0764|PA0765|PA0766|PA0767	refseq_adyacencia
mucBCD-lepAB	mucB|mucC|mucD|lepA|lepB	PA0764|PA0765|PA0766|PA0767|PA0768	refseq_adyacencia
mucCD	mucC|mucD	PA0765|PA0766	refseq_adyacencia
mucCD-lepA	mucC|mucD|lepA	PA0765|PA0766|PA0767	refseq_adyacencia
mucCD-lepAB	mucC|mucD|lepA|lepB	PA0765|PA0766|PA0767|PA0768	refseq_adyacencia
mucD-lepA	mucD|lepA	PA0766|PA0767	refseq_adyacencia
mucD-lepAB	mucD|lepA|lepB	PA0766|PA0767|PA0768	refseq_adyacencia
mucR-bglX	mucR|bglX	PA1727|PA1726	refseq_adyacencia
murA-hisG	murA|hisG	PA4450|PA4449	refseq_adyacencia
murA-hisGD	murA|hisG|hisD	PA4450|PA4449|PA4448	refseq_adyacencia
murC-ddlB	murC|ddlB	PA4411|PA4410	refseq_adyacencia
murC-ddlB-ftsQ	murC|ddlB|ftsQ	PA4411|PA4410|PA4409	refseq_adyacencia
murC-ddlB-ftsQA	murC|ddlB|ftsQ|ftsA	PA4411|PA4410|PA4409|PA4408	refseq_adyacencia
murC-ddlB-ftsQAZ	murC|ddlB|ftsQ|ftsA|ftsZ	PA4411|PA4410|PA4409|PA4408|PA4407	refseq_adyacencia
murD-ftsW	murD|ftsW	PA4414|PA4413	refseq_adyacencia
murD-ftsW-murG	murD|ftsW|murG	PA4414|PA4413|PA4412	refseq_adyacencia
murD-ftsW-murGC	murD|ftsW|murG|murC	PA4414|PA4413|PA4412|PA4411	refseq_adyacencia
murD-ftsW-murGC-ddlB	murD|ftsW|murG|murC|ddlB	PA4414|PA4413|PA4412|PA4411|PA4410	refseq_adyacencia
murD-ftsW-murGC-ddlB-ftsQ	murD|ftsW|murG|murC|ddlB|ftsQ	PA4414|PA4413|PA4412|PA4411|PA4410|PA4409	refseq_adyacencia
murD-ftsW-murGC-ddlB-ftsQA	murD|ftsW|murG|murC|ddlB|ftsQ|ftsA	PA4414|PA4413|PA4412|PA4411|PA4410|PA4409|PA4408	refseq_adyacencia
murD-ftsW-murGC-ddlB-ftsQAZ	murD|ftsW|murG|murC|ddlB|ftsQ|ftsA|ftsZ	PA4414|PA4413|PA4412|PA4411|PA4410|PA4409|PA4408|PA4407	refseq_adyacencia
murEF	murE|murF	PA4417|PA4416	refseq_adyacencia
murEF-mraY	murE|murF|mraY	PA4417|PA4416|PA4415	refseq_adyacencia
murEF-mraY-murD	murE|murF|mraY|murD	PA4417|PA4416|PA4415|PA4414	refseq_adyacencia
murEF-mraY-murD-ftsW	murE|murF|mraY|murD|ftsW	PA4417|PA4416|PA4415|PA4414|PA4413	refseq_adyacencia
murEF-mraY-murD-ftsW-murG	murE|murF|mraY|murD|ftsW|murG	PA4417|PA4416|PA4415|PA4414|PA4413|PA4412	refseq_adyacencia
murEF-mraY-murD-ftsW-murGC	murE|murF|mraY|murD|ftsW|murG|murC	PA4417|PA4416|PA4415|PA4414|PA4413|PA4412|PA4411	refseq_adyacencia
murEF-mraY-murD-ftsW-murGC-ddlB	murE|murF|mraY|murD|ftsW|murG|murC|ddlB	PA4417|PA4416|PA4415|PA4414|PA4413|PA4412|PA4411|PA4410	refseq_adyacencia
murEF-mraY-murD-ftsW-murGC-ddlB-ftsQ	murE|murF|mraY|murD|ftsW|murG|murC|ddlB|ftsQ	PA4417|PA4416|PA4415|PA4414|PA4413|PA4412|PA4411|PA4410|PA4409	refseq_adyacencia
murEF-mraY-murD-ftsW-murGC-ddlB-ftsQA	murE|murF|mraY|murD|ftsW|murG|murC|ddlB|ftsQ|ftsA	PA4417|PA4416|PA4415|PA4414|PA4413|PA4412|PA4411|PA4410|PA4409|PA4408	refseq_adyacencia
murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ	murE|murF|mraY|murD|ftsW|murG|murC|ddlB|ftsQ|ftsA|ftsZ	PA4417|PA4416|PA4415|PA4414|PA4413|PA4412|PA4411|PA4410|PA4409|PA4408|PA4407	refseq_adyacencia
murF-mraY	murF|mraY	PA4416|PA4415	refseq_adyacencia
murF-mraY-murD	murF|mraY|murD	PA4416|PA4415|PA4414	refseq_adyacencia
murF-mraY-murD-ftsW	murF|mraY|murD|ftsW	PA4416|PA4415|PA4414|PA4413	refseq_adyacencia
murF-mraY-murD-ftsW-murG	murF|mraY|murD|ftsW|murG	PA4416|PA4415|PA4414|PA4413|PA4412	refseq_adyacencia
murF-mraY-murD-ftsW-murGC	murF|mraY|murD|ftsW|murG|murC	PA4416|PA4415|PA4414|PA4413|PA4412|PA4411	refseq_adyacencia
murF-mraY-murD-ftsW-murGC-ddlB	murF|mraY|murD|ftsW|murG|murC|ddlB	PA4416|PA4415|PA4414|PA4413|PA4412|PA4411|PA4410	refseq_adyacencia
murF-mraY-murD-ftsW-murGC-ddlB-ftsQ	murF|mraY|murD|ftsW|murG|murC|ddlB|ftsQ	PA4416|PA4415|PA4414|PA4413|PA4412|PA4411|PA4410|PA4409	refseq_adyacencia
murF-mraY-murD-ftsW-murGC-ddlB-ftsQA	murF|mraY|murD|ftsW|murG|murC|ddlB|ftsQ|ftsA	PA4416|PA4415|PA4414|PA4413|PA4412|PA4411|PA4410|PA4409|PA4408	refseq_adyacencia
