Entry	Gene Names	Gene Ontology IDs	Keywords
P05384	hupB PA1804	GO:0003677; GO:0005829; GO:0006270; GO:0006351; GO:0030261; GO:0030527; GO:0042802; GO:1990103; GO:1990178	Direct protein sequencing;DNA condensation;DNA-binding;Reference proteome
P09591	tufA PA4265; tufB PA4277	GO:0000287; GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0006414	3D-structure;Cytoplasm;Elongation factor;GTP-binding;Hydrolase;Magnesium;Metal-binding;Nucleotide-binding;Protein biosynthesis;Reference proteome
P10932	amiR PA3363	GO:0003723; GO:0006351; GO:0015976; GO:0031564; GO:0034251; GO:0051345	3D-structure;Reference proteome;Transcription;Transcription antitermination;Transcription regulation
P18895	algE alg76 PA3544	GO:0009279; GO:0042121	3D-structure;Alginate biosynthesis;Cell outer membrane;Direct protein sequencing;Membrane;Reference proteome;Signal
P20574	trpD PA0650	GO:0000162; GO:0000287; GO:0004048; GO:0005829	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase;Tryptophan biosynthesis
P22567	argA PA5204	GO:0004042; GO:0004358; GO:0005737; GO:0006526; GO:0042802	Acyltransferase;Amino-acid biosynthesis;Arginine biosynthesis;Cytoplasm;Reference proteome;Transferase
P30819	nadC PA4524	GO:0004514; GO:0005737; GO:0009435; GO:0034213	Glycosyltransferase;Pyridine nucleotide biosynthesis;Reference proteome;Transferase
P32977	oprO PA3280	GO:0006811; GO:0009279; GO:0015288; GO:0046930	3D-structure;Cell outer membrane;Chloride;Ion transport;Membrane;Porin;Reference proteome;Signal;Stress response;Transmembrane;Transmembrane beta strand;Transport
P33883	lasI PA1432	GO:0007165; GO:0009372; GO:0061579	3D-structure;Autoinducer synthesis;Quorum sensing;Reference proteome;S-adenosyl-L-methionine;Transferase
P38103	dapB PA4759	GO:0005829; GO:0008839; GO:0009089; GO:0016726; GO:0019877; GO:0050661; GO:0051287	3D-structure;Amino-acid biosynthesis;Cytoplasm;Diaminopimelate biosynthesis;Lysine biosynthesis;NAD;NADP;Oxidoreductase;Reference proteome
P38108	mucB algN PA0764	GO:0030288; GO:0032885; GO:0042121; GO:0045152	3D-structure;Alginate biosynthesis;Periplasm;Reference proteome;Signal
P42812	lolB hemM PA4668	GO:0009279; GO:0015031; GO:0044874; GO:0089705	Cell outer membrane;Chaperone;Lipoprotein;Membrane;Palmitate;Protein transport;Reference proteome;Signal;Transport
P43336	phhC PA0870	GO:0004069; GO:0004838; GO:0005829; GO:0006572; GO:0030170; GO:0033585; GO:0042802	Amino-acid biosynthesis;Aminotransferase;Aromatic amino acid biosynthesis;Cytoplasm;Pyridoxal phosphate;Reference proteome;Transferase
P54291	rhlI vsmI PA3476	GO:0007165; GO:0061579; GO:0120218	Autoinducer synthesis;Quorum sensing;Reference proteome;S-adenosyl-L-methionine;Transferase
P57702	cysC PA1393	GO:0000103; GO:0004020; GO:0005524; GO:0070814	ATP-binding;Kinase;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase
P57708	ispF PA3627	GO:0008685; GO:0016114; GO:0019288; GO:0046872	3D-structure;Isoprene biosynthesis;Lyase;Metal-binding;Reference proteome
P72139	hisF2 PA3151	GO:0000105; GO:0000107; GO:0005737; GO:0009243; GO:0016833	Amino-acid biosynthesis;Cytoplasm;Histidine biosynthesis;Lyase;Reference proteome
P72170	pyrC PA3527	GO:0004151; GO:0005737; GO:0005829; GO:0006207; GO:0006221; GO:0008270; GO:0044205	Hydrolase;Metal-binding;Pyrimidine biosynthesis;Reference proteome;Zinc
P72173	aspC PA3139	GO:0004069; GO:0004838; GO:0005829; GO:0030170; GO:0033585; GO:0042802	Aminotransferase;Cytoplasm;Pyridoxal phosphate;Reference proteome;Transferase
Q00513	xcpS PA3102	GO:0005886; GO:0015627; GO:0015628; GO:0046872	Calcium;Cell inner membrane;Cell membrane;Membrane;Metal-binding;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q04633	apt PA1543	GO:0003999; GO:0005829; GO:0006166; GO:0006168; GO:0044209	Cytoplasm;Glycosyltransferase;Purine salvage;Reference proteome;Transferase
Q05097	lecA pa1L PA2570	GO:0005737; GO:0007157; GO:0009986; GO:0030246; GO:0042597	3D-structure;Cytoplasm;Direct protein sequencing;Lectin;Periplasm;Reference proteome
Q51373	gacA PA2586	GO:0000160; GO:0000976; GO:0003700; GO:0006351; GO:0006355; GO:0035821; GO:1900233	Activator;Autoinducer synthesis;DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system;Virulence
Q51467	fliO PA1445	GO:0005886; GO:0006935; GO:0009425; GO:0044781; GO:0097588	Bacterial flagellum;Cell membrane;Chemotaxis;Flagellar rotation;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q51470	miaB PA3980	GO:0005829; GO:0035597; GO:0035600; GO:0046872; GO:0051539	4Fe-4S;Cytoplasm;Iron;Iron-sulfur;Metal-binding;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing
Q51481	nirQ PA0520	GO:0003677; GO:0005524; GO:0005737; GO:0006351; GO:0016887	Activator;ATP-binding;Cytoplasm;DNA-binding;Nucleotide-binding;Reference proteome;Transcription;Transcription regulation
Q51485	oprB PA3186	GO:0006811; GO:0008643; GO:0009279; GO:0015288; GO:0046930	Cell outer membrane;Direct protein sequencing;Ion transport;Membrane;Porin;Reference proteome;Signal;Sugar transport;Transmembrane;Transmembrane beta strand;Transport
Q51547	phoU PA5365	GO:0005737; GO:0006817; GO:0030643; GO:0042803; GO:0045936; GO:0050922; GO:0050928; GO:0060326; GO:2000186	3D-structure;Chemotaxis;Cytoplasm;Phosphate transport;Reference proteome;Transport
Q59640	cdsA cds PA3651	GO:0004605; GO:0005886; GO:0016024	Cell inner membrane;Cell membrane;Lipid biosynthesis;Lipid metabolism;Membrane;Nucleotidyltransferase;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q59646	norC PA0523	GO:0005886; GO:0009055; GO:0020037; GO:0022904; GO:0046872	3D-structure;Cell membrane;Electron transport;Heme;Iron;Membrane;Metal-binding;Reference proteome;Respiratory chain;Signal-anchor;Transmembrane;Transmembrane helix;Transport
Q59654	pyrF PA2876	GO:0004590; GO:0005829; GO:0006207; GO:0044205	Decarboxylase;Lyase;Pyrimidine biosynthesis;Reference proteome
Q6H941	alkB2 PA1525	GO:0005886; GO:0006629; GO:0018685; GO:0043448; GO:0046872	Cell inner membrane;Cell membrane;Iron;Membrane;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix
Q9HT73	znuC PA5500	GO:0005524; GO:0010043; GO:0015633; GO:0016887; GO:0042626; GO:0043190	ATP-binding;Cell inner membrane;Cell membrane;Ion transport;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transport;Zinc;Zinc transport
Q9HTH5	cdhR PA5389	GO:0003700; GO:0006351; GO:0006355; GO:0009896; GO:0043565	Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9HTJ2	betA PA5372	GO:0008802; GO:0008812; GO:0016020; GO:0019285; GO:0050660	FAD;Flavoprotein;NAD;Oxidoreductase;Reference proteome
Q9HTK7	rubA1 alkG1 PA5351	GO:0005506; GO:0005737; GO:0009055; GO:0043448	Cytoplasm;Electron transport;Iron;Metal-binding;Reference proteome;Transport
Q9HTV1	rho PA5239	GO:0003723; GO:0004386; GO:0005524; GO:0005829; GO:0006353; GO:0008186; GO:0016787	ATP-binding;Helicase;Hydrolase;Nucleotide-binding;Reference proteome;RNA-binding;Transcription;Transcription regulation;Transcription termination
Q9HTX7	gcvP2 PA5213	GO:0004375; GO:0005829; GO:0005960; GO:0016594; GO:0019464; GO:0030170	Oxidoreductase;Pyridoxal phosphate;Reference proteome
Q9HU17	dctQ PA5168	GO:0005886; GO:0015740; GO:0022857	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HU18	dctP PA5167	GO:0015740; GO:0030288; GO:0055085	3D-structure;Periplasm;Reference proteome;Signal;Transport
Q9HU19	dctD PA5166	GO:0000160; GO:0000987; GO:0001216; GO:0005524; GO:0006351; GO:0032892; GO:0032993; GO:0045893	Activator;ATP-binding;DNA-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system
Q9HU44	hisF1 PA5140	GO:0000105; GO:0000107; GO:0005737; GO:0016829	Amino-acid biosynthesis;Cytoplasm;Histidine biosynthesis;Lyase;Reference proteome
Q9HUA4	dtd PA5079	GO:0000049; GO:0005737; GO:0006399; GO:0019478; GO:0043908; GO:0051500; GO:0106026	Cytoplasm;Hydrolase;Reference proteome;RNA-binding;tRNA-binding
Q9HUB7	hisI PA5066	GO:0000105; GO:0000287; GO:0004635; GO:0004636; GO:0005737; GO:0008270	Amino-acid biosynthesis;Cytoplasm;Histidine biosynthesis;Hydrolase;Magnesium;Metal-binding;Reference proteome;Zinc
Q9HUC0	ubiE PA5063	GO:0006744; GO:0008425; GO:0009060; GO:0009234; GO:0032259; GO:0043770	Menaquinone biosynthesis;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;Ubiquinone biosynthesis
Q9HUE8	nhaP2 cvrA PA5021	GO:0005886; GO:0006884; GO:0015386; GO:0030007; GO:0050660	Antiport;Cell inner membrane;Cell membrane;Ion transport;Membrane;Potassium;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HUF4	glnE PA5014	GO:0000287; GO:0005524; GO:0005829; GO:0008882; GO:0047388	ATP-binding;Magnesium;Multifunctional enzyme;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase
Q9HUL4	queG PA4950	GO:0005737; GO:0008616; GO:0046872; GO:0051539; GO:0052693	4Fe-4S;Cytoplasm;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Queuosine biosynthesis;Reference proteome;tRNA processing
Q9HUM0	hfq PA4944	GO:0003723; GO:0005829; GO:0006355; GO:0006417; GO:0009372; GO:0043487; GO:0043609; GO:0045974	3D-structure;Reference proteome;RNA-binding;Stress response
Q9HUS0	ureG PA4893	GO:0003924; GO:0005525; GO:0005737; GO:0008270; GO:0016151; GO:0018237; GO:0019627; GO:0043419	Chaperone;Cytoplasm;GTP-binding;Nickel insertion;Nucleotide-binding;Reference proteome
Q9HUV8	purD PA4855	GO:0004637; GO:0005524; GO:0006189; GO:0009113; GO:0046872	ATP-binding;Ligase;Magnesium;Manganese;Metal-binding;Nucleotide-binding;Purine biosynthesis;Reference proteome
Q9HUV9	purH PA4854	GO:0003937; GO:0004643; GO:0005829; GO:0006189	Hydrolase;Multifunctional enzyme;Purine biosynthesis;Reference proteome;Transferase
Q9HUW1	dusB PA4852	GO:0000049; GO:0010181; GO:0017150; GO:0050660	Flavoprotein;FMN;NADP;Oxidoreductase;Reference proteome;RNA-binding;tRNA processing;tRNA-binding
Q9HUW5	dsbD1 dipZ PA4845	GO:0005886; GO:0009055; GO:0015035; GO:0017004; GO:0045454; GO:0047134	Cell inner membrane;Cell membrane;Cytochrome c-type biogenesis;Disulfide bond;Electron transport;Membrane;NAD;Oxidoreductase;Redox-active center;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport
Q9HUX3	cntO zrmA PA4837	GO:0006829; GO:0009279; GO:0015344; GO:0015675; GO:0015891; GO:0033214; GO:0038023	Cell outer membrane;Ion transport;Membrane;Nickel;Nickel transport;Receptor;Reference proteome;Signal;TonB box;Transmembrane;Transmembrane beta strand;Transport;Zinc;Zinc transport
Q9HV01	selA PA4808	GO:0001514; GO:0001717; GO:0004125; GO:0005737	Cytoplasm;Protein biosynthesis;Pyridoxal phosphate;Reference proteome;Selenium;Transferase
Q9HV35	speH PA4773	GO:0004014; GO:0005829; GO:0008295	Autocatalytic cleavage;Decarboxylase;Lyase;Polyamine biosynthesis;Pyruvate;Reference proteome;S-adenosyl-L-methionine;Schiff base;Spermidine biosynthesis;Zymogen
Q9HV69	panC PA4730	GO:0004592; GO:0005524; GO:0005829; GO:0015940	ATP-binding;Cytoplasm;Ligase;Nucleotide-binding;Pantothenate biosynthesis;Reference proteome
Q9HVC8	prmC hemK PA4664	GO:0003676; GO:0006415; GO:0032259; GO:0036009; GO:0102559	Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase
Q9HVL8	obg PA4566	GO:0000287; GO:0003924; GO:0005525; GO:0005737; GO:0019003; GO:0042254; GO:0043022	Cytoplasm;GTP-binding;Hydrolase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome
Q9HWD0	rpsL PA4268	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0015935; GO:0019843	3D-structure;Methylation;Reference proteome;Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding;tRNA-binding
Q9HXJ8	der engA PA3799	GO:0005525; GO:0042254; GO:0043022	GTP-binding;Nucleotide-binding;Reference proteome;Repeat;Ribosome biogenesis
Q9HXN1	mltF PA3764	GO:0008933; GO:0009253; GO:0009279; GO:0016998; GO:0071555	3D-structure;Cell outer membrane;Cell wall biogenesis/degradation;Lyase;Membrane;Reference proteome;Signal
Q9HXN2	purL PA3763	GO:0004642; GO:0005524; GO:0005737; GO:0006164; GO:0006189; GO:0046872	ATP-binding;Cytoplasm;Glutamine amidotransferase;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Purine biosynthesis;Reference proteome
Q9HXT5	wspC PA3706	GO:0006935; GO:0008276; GO:0008757; GO:0032259; GO:0098561	Methyltransferase;Reference proteome;S-adenosyl-L-methionine;TPR repeat;Transferase
Q9HXT8	cheB3 PA3703	GO:0000156; GO:0005737; GO:0006935; GO:0007165; GO:0008984; GO:0050568	Chemotaxis;Cytoplasm;Hydrolase;Phosphoprotein;Reference proteome
Q9HXY6	lpxD PA3646	GO:0005829; GO:0009245; GO:0016020; GO:0016410; GO:0103118	3D-structure;Acyltransferase;Lipid A biosynthesis;Lipid biosynthesis;Lipid metabolism;Reference proteome;Repeat;Transferase
Q9HY60	arnE PA3557	GO:0005886; GO:0009103; GO:0009245; GO:0022857; GO:0055085; GO:1901505	Cell inner membrane;Cell membrane;Lipid A biosynthesis;Lipid biosynthesis;Lipid metabolism;Lipopolysaccharide biosynthesis;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HY65	arnB PA3552	GO:0000271; GO:0008483; GO:0009103; GO:0009245; GO:0016020; GO:0030170; GO:0046677; GO:0099620	Aminotransferase;Antibiotic resistance;Lipid A biosynthesis;Lipid biosynthesis;Lipid metabolism;Lipopolysaccharide biosynthesis;Pyridoxal phosphate;Reference proteome;Transferase
Q9HY84	argG PA3525	GO:0000050; GO:0000053; GO:0004055; GO:0005524; GO:0005737; GO:0006526	Amino-acid biosynthesis;Arginine biosynthesis;ATP-binding;Cytoplasm;Ligase;Nucleotide-binding;Reference proteome
Q9HY93	flcB PA3516	GO:0004018; GO:0005829; GO:0044208; GO:0047472; GO:0070626	Antibiotic biosynthesis;Lyase;Reference proteome
Q9HYB6	rnfG PA3493	GO:0005886; GO:0009055; GO:0010181; GO:0022900; GO:1990204	Cell inner membrane;Cell membrane;Electron transport;Flavoprotein;FMN;Membrane;Phosphoprotein;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport
Q9HYG2	ssuD PA3444	GO:0008726; GO:0046306	Direct protein sequencing;Flavoprotein;FMN;Monooxygenase;Oxidoreductase;Reference proteome
Q9HZ65	mtnA PA3169	GO:0019509; GO:0046523	Amino-acid biosynthesis;Isomerase;Methionine biosynthesis;Reference proteome
Q9HZF8	pyrD PA3050	GO:0004152; GO:0005737; GO:0005886; GO:0006207; GO:0009220; GO:0044205; GO:0106430	Cell membrane;Flavoprotein;FMN;Membrane;Oxidoreductase;Pyrimidine biosynthesis;Reference proteome
Q9HZM7	murB PA2977	GO:0005829; GO:0008360; GO:0008762; GO:0009252; GO:0050660; GO:0051301; GO:0071555; GO:0071949	3D-structure;Cell cycle;Cell division;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;FAD;Flavoprotein;NADP;Oxidoreductase;Peptidoglycan synthesis;Reference proteome
Q9HZU2	cobH PA2905	GO:0009236; GO:0016993	Cobalamin biosynthesis;Isomerase;Reference proteome
Q9HZY8	tesA PA2856	GO:0004064; GO:0004622; GO:0005576; GO:0106435	3D-structure;Hydrolase;Reference proteome;Secreted;Serine esterase;Signal
Q9I037	queF PA2806	GO:0005829; GO:0008616; GO:0033739	Cytoplasm;NADP;Oxidoreductase;Queuosine biosynthesis;Reference proteome
Q9I0J1	nuoL PA2647	GO:0005886; GO:0008137; GO:0015990; GO:0042773; GO:0045271; GO:0048038	Cell inner membrane;Cell membrane;Membrane;NAD;Quinone;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Ubiquinone
Q9I0J3	nuoJ PA2645	GO:0005886; GO:0008137; GO:0045271; GO:0048038	Cell inner membrane;Cell membrane;Membrane;NAD;Quinone;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Ubiquinone
Q9I0J4	nuoI PA2644	GO:0005506; GO:0005886; GO:0009060; GO:0045271; GO:0048038; GO:0050136; GO:0051539	4Fe-4S;Cell inner membrane;Cell membrane;Iron;Iron-sulfur;Membrane;Metal-binding;NAD;Quinone;Reference proteome;Repeat;Translocase;Ubiquinone
Q9I0J5	nuoH PA2643	GO:0005886; GO:0009060; GO:0016655; GO:0045271; GO:0048038	Cell inner membrane;Cell membrane;Membrane;NAD;Quinone;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Ubiquinone
Q9I0K9	purB PA2629	GO:0004018; GO:0005829; GO:0006163; GO:0006189; GO:0044208; GO:0070626	3D-structure;Lyase;Purine biosynthesis;Reference proteome
Q9I0M4	lolA PA2614	GO:0030288; GO:0042953; GO:0044874	3D-structure;Chaperone;Periplasm;Protein transport;Reference proteome;Signal;Transport
Q9I0R2	alkB1 PA2574	GO:0005886; GO:0006629; GO:0018685; GO:0043448; GO:0046872	Cell inner membrane;Cell membrane;Iron;Membrane;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix
Q9I137	gcvP1 PA2445	GO:0004375; GO:0005829; GO:0005960; GO:0016594; GO:0019464; GO:0030170	Oxidoreductase;Pyridoxal phosphate;Reference proteome
Q9I1Q2	lyxD PA2215	GO:0000287; GO:0016052; GO:0016836; GO:0050032	Carbohydrate metabolism;Lyase;Magnesium;Metal-binding;Reference proteome
Q9I1W2	glgB PA2153	GO:0003844; GO:0004553; GO:0005737; GO:0005829; GO:0005978; GO:0043169	Carbohydrate metabolism;Glycogen biosynthesis;Glycogen metabolism;Glycosyltransferase;Reference proteome;Transferase
Q9I244	fusB fusA2 PA2071	GO:0003746; GO:0003924; GO:0005525; GO:0005829; GO:0032790; GO:0097216	Cytoplasm;Elongation factor;GTP-binding;Nucleotide-binding;Protein biosynthesis;Reference proteome
Q9I2C0	pqqE PA1989	GO:0005506; GO:0009975; GO:0016491; GO:0018189; GO:0032324; GO:0051539; GO:1904047	4Fe-4S;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;PQQ biosynthesis;Reference proteome;S-adenosyl-L-methionine
Q9I2D2	pqqF PA1973	GO:0004222; GO:0005737; GO:0006508; GO:0008237; GO:0008270; GO:0018189; GO:0042597	Hydrolase;Metal-binding;Metalloprotease;PQQ biosynthesis;Protease;Reference proteome;Zinc
Q9I2W4	cobA PA1778	GO:0004851; GO:0009236; GO:0019354; GO:0032259	Cobalamin biosynthesis;Methyltransferase;Porphyrin biosynthesis;Reference proteome;S-adenosyl-L-methionine;Transferase
Q9I2W7	PA1772	GO:0008428; GO:0008948; GO:0046872; GO:0047443; GO:0051252	3D-structure;Lyase;Metal-binding;Reference proteome
Q9I315	pscI PA1722	GO:0030254	Reference proteome
Q9I344	aroC PA1681	GO:0004107; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0010181	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;FAD;Flavoprotein;FMN;Lyase;NADP;Reference proteome
Q9I3C5	htpG PA1596	GO:0005524; GO:0005829; GO:0006457; GO:0006974; GO:0009408; GO:0016887; GO:0051082; GO:0140662	ATP-binding;Chaperone;Cytoplasm;Nucleotide-binding;Reference proteome;Stress response
Q9I424	cyoD PA1320	GO:0005886; GO:0009319; GO:0009486; GO:0015078; GO:0015990; GO:0019646	Cell inner membrane;Cell membrane;Electron transport;Membrane;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I427	cyoA PA1317	GO:0004129; GO:0005507; GO:0005886; GO:0009486; GO:0016682; GO:0042773; GO:0098803	Cell inner membrane;Cell membrane;Electron transport;Lipoprotein;Membrane;Oxidoreductase;Palmitate;Reference proteome;Respiratory chain;Signal;Transmembrane;Transmembrane helix;Transport
Q9I4F8	phoQ PA1180	GO:0000155; GO:0000160; GO:0005524; GO:0005886	ATP-binding;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Signal;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system
Q9I4N1	fliI PA1104	GO:0005524; GO:0005737; GO:0015986; GO:0016887; GO:0030254; GO:0030257; GO:0044780; GO:0045259; GO:0071973; GO:1902600	ATP synthesis;ATP-binding;Bacterial flagellum biogenesis;Bacterial flagellum protein export;Cytoplasm;Hydrogen ion transport;Ion transport;Nucleotide-binding;Protein transport;Reference proteome;Translocase;Transport
Q9I513	purM PA0945	GO:0004637; GO:0004641; GO:0005524; GO:0005829; GO:0006164; GO:0006189; GO:0046084	ATP-binding;Cytoplasm;Ligase;Nucleotide-binding;Purine biosynthesis;Reference proteome
Q9I553	alaS PA0903	GO:0000049; GO:0002161; GO:0004813; GO:0005524; GO:0005829; GO:0006419; GO:0008270	Aminoacyl-tRNA synthetase;ATP-binding;Cytoplasm;Ligase;Metal-binding;Nucleotide-binding;Protein biosynthesis;Reference proteome;RNA-binding;tRNA-binding;Zinc
Q9I576	hpd PA0865	GO:0003868; GO:0006559; GO:0006572; GO:0046872	Dioxygenase;Iron;Metal-binding;Oxidoreductase;Phenylalanine catabolism;Reference proteome;Repeat;Tyrosine catabolism
Q9I5A4	ackA PA0836	GO:0000287; GO:0005524; GO:0005829; GO:0006083; GO:0006085; GO:0008776	ATP-binding;Cytoplasm;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Transferase
